Student_ID,Session_ID,Quiz_1_Marks,Quiz_2_Marks,Quiz_3_Marks,Quiz_4_Marks,Quiz_5_Marks,speach,Time_Spent_on_speach,Cumulative_Average_Quiz_Score,Recent_Quiz_Trend,Score
22,356,20,20,40,100,100,The Impact of Technology on Education,2 min,56.0,Stable,65
24,15,60,80,40,20,40,The Impact of Technology on Education,3 min,48.0,Improving,49
93,29,80,20,0,80,80,The Role of Renewable Energy in Combating Climate Change,2 min,52.0,Stable,53
57,5,40,80,80,100,80,The Challenges and Benefits of Urbanization,1 min,76.0,Declining,83
86,472,60,0,40,80,40,The Impact of Globalization on Local Cultures,3 min,44.0,Declining,49
43,9,0,40,20,60,100,The Impact of Technology on Education,5 min,44.0,Improving,43
60,463,0,40,100,80,80,The Impact of Technology on Education,2 min,60.0,Stable,62
81,481,80,20,0,100,100,The Importance of Exercise,4 min,60.0,Stable,64
13,477,100,40,40,0,0,The Challenges and Benefits of Urbanization,4 min,36.0,Stable,38
6,136,40,60,0,20,80,The Importance of Exercise,2 min,40.0,Improving,32
80,191,40,20,20,80,60,The Impact of Globalization on Local Cultures,1 min,44.0,Declining,35
83,476,20,100,40,100,40,The Challenges and Benefits of Urbanization,4 min,60.0,Declining,67
42,33,20,40,0,80,20,The Impact of Technology on Education,1 min,32.0,Declining,38
80,183,0,80,80,20,20,The Challenges and Benefits of Urbanization,1 min,40.0,Stable,46
83,390,0,40,100,40,80,The Impact of Globalization on Local Cultures,2 min,52.0,Improving,60
76,295,40,0,60,60,0,The Importance of Exercise,3 min,32.0,Declining,41
4,464,100,0,60,40,60,The Impact of Globalization on Local Cultures,2 min,52.0,Improving,62
79,437,100,0,60,40,60,The Impact of Technology on Education,3 min,52.0,Improving,61
49,324,80,40,60,20,0,The Impact of Technology on Education,1 min,40.0,Declining,49
55,295,100,100,0,40,0,The Role of Renewable Energy in Combating Climate Change,5 min,48.0,Declining,42
81,89,0,80,60,100,100,The Importance of Exercise,2 min,68.0,Stable,60
52,142,0,0,100,100,40,The Impact of Globalization on Local Cultures,3 min,48.0,Declining,51
91,55,40,60,100,20,100,The Role of Renewable Energy in Combating Climate Change,4 min,64.0,Improving,72
85,472,40,80,0,20,60,The Importance of Exercise,4 min,40.0,Improving,37
27,111,60,80,0,0,0,The Impact of Globalization on Local Cultures,2 min,28.0,Stable,22
46,391,80,80,40,80,60,The Impact of Technology on Education,4 min,68.0,Declining,77
31,171,40,40,100,60,20,The Challenges and Benefits of Urbanization,2 min,52.0,Declining,62
66,190,40,40,20,40,80,The Importance of Exercise,2 min,44.0,Improving,44
75,326,20,80,0,0,60,The Challenges and Benefits of Urbanization,5 min,32.0,Improving,23
81,330,40,40,100,100,0,The Importance of Exercise,3 min,56.0,Declining,65
85,300,80,40,60,0,40,The Impact of Technology on Education,5 min,44.0,Improving,51
66,54,20,80,60,0,0,The Challenges and Benefits of Urbanization,3 min,32.0,Stable,30
35,379,100,100,20,60,60,The Role of Renewable Energy in Combating Climate Change,4 min,68.0,Stable,73
65,307,80,100,40,60,0,The Impact of Technology on Education,3 min,56.0,Declining,58
68,226,60,40,40,20,40,The Challenges and Benefits of Urbanization,2 min,40.0,Improving,50
43,427,20,80,0,100,60,The Role of Renewable Energy in Combating Climate Change,1 min,52.0,Declining,46
51,51,0,0,80,40,60,The Impact of Globalization on Local Cultures,2 min,36.0,Improving,30
44,65,40,80,0,40,0,The Importance of Exercise,1 min,32.0,Declining,22
92,399,60,0,0,100,20,The Challenges and Benefits of Urbanization,3 min,36.0,Declining,35
57,77,100,100,60,100,0,The Impact of Globalization on Local Cultures,1 min,72.0,Declining,77
41,99,60,60,0,0,100,The Challenges and Benefits of Urbanization,4 min,44.0,Improving,36
58,443,0,80,40,20,100,The Role of Renewable Energy in Combating Climate Change,2 min,48.0,Improving,57
75,169,60,80,40,0,20,The Impact of Globalization on Local Cultures,5 min,40.0,Improving,44
4,394,100,40,100,100,100,The Impact of Globalization on Local Cultures,5 min,88.0,Stable,83
92,498,60,80,100,60,20,The Impact of Globalization on Local Cultures,1 min,64.0,Declining,59
38,429,0,80,0,100,40,The Importance of Exercise,5 min,44.0,Declining,38
22,317,0,80,80,100,40,The Impact of Globalization on Local Cultures,3 min,60.0,Declining,55
94,125,80,0,40,100,20,The Impact of Globalization on Local Cultures,4 min,48.0,Declining,41
87,373,20,40,100,40,40,The Challenges and Benefits of Urbanization,4 min,48.0,Stable,53
18,312,0,60,0,20,100,The Impact of Technology on Education,1 min,36.0,Improving,29
85,331,20,0,100,60,20,The Role of Renewable Energy in Combating Climate Change,1 min,40.0,Declining,46
83,29,80,100,20,40,100,The Impact of Technology on Education,5 min,68.0,Improving,65
65,385,80,40,60,40,40,The Role of Renewable Energy in Combating Climate Change,5 min,52.0,Stable,60
50,307,40,0,20,100,20,The Challenges and Benefits of Urbanization,4 min,36.0,Declining,33
63,240,20,60,20,0,100,The Role of Renewable Energy in Combating Climate Change,3 min,40.0,Improving,46
9,125,100,100,80,80,40,The Challenges and Benefits of Urbanization,1 min,80.0,Declining,78
49,353,60,80,80,100,40,The Impact of Globalization on Local Cultures,4 min,72.0,Declining,75
23,226,60,0,20,100,40,The Impact of Globalization on Local Cultures,2 min,44.0,Declining,40
40,297,0,0,60,60,60,The Importance of Exercise,1 min,36.0,Stable,36
19,33,60,100,100,40,40,The Impact of Globalization on Local Cultures,5 min,68.0,Stable,67
53,433,0,20,80,20,80,The Impact of Technology on Education,4 min,40.0,Improving,37
4,491,40,40,20,0,60,The Role of Renewable Energy in Combating Climate Change,2 min,32.0,Improving,36
13,158,100,40,20,60,100,The Role of Renewable Energy in Combating Climate Change,2 min,64.0,Improving,62
71,499,20,100,0,40,20,The Role of Renewable Energy in Combating Climate Change,1 min,36.0,Declining,42
23,137,0,60,0,40,0,The Challenges and Benefits of Urbanization,2 min,20.0,Declining,20
63,55,100,40,100,100,100,The Challenges and Benefits of Urbanization,3 min,88.0,Stable,97
76,32,0,20,0,80,20,The Challenges and Benefits of Urbanization,5 min,24.0,Declining,20
9,414,60,80,0,80,0,The Challenges and Benefits of Urbanization,5 min,44.0,Declining,38
94,500,0,80,60,0,0,The Impact of Globalization on Local Cultures,3 min,28.0,Stable,37
25,207,20,60,100,0,40,The Importance of Exercise,1 min,44.0,Improving,49
49,121,40,80,20,20,100,The Role of Renewable Energy in Combating Climate Change,3 min,52.0,Improving,51
98,483,60,100,20,40,60,The Importance of Exercise,3 min,56.0,Improving,60
33,156,60,0,20,100,60,The Challenges and Benefits of Urbanization,5 min,48.0,Declining,58
31,314,80,20,100,100,20,The Importance of Exercise,4 min,64.0,Declining,64
32,38,0,80,0,100,60,The Impact of Technology on Education,4 min,48.0,Declining,49
5,47,40,0,40,40,0,The Challenges and Benefits of Urbanization,3 min,24.0,Declining,20
44,93,100,60,100,0,100,The Impact of Technology on Education,2 min,72.0,Improving,81
30,431,20,100,20,60,20,The Impact of Globalization on Local Cultures,5 min,44.0,Declining,52
71,334,60,80,0,20,60,The Impact of Technology on Education,4 min,44.0,Improving,43
66,463,40,20,60,100,20,The Impact of Technology on Education,2 min,48.0,Declining,54
9,421,100,20,40,0,80,The Impact of Technology on Education,3 min,48.0,Improving,45
40,95,20,0,60,0,60,The Challenges and Benefits of Urbanization,3 min,28.0,Improving,26
41,144,100,80,0,0,100,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Improving,47
22,248,0,100,100,0,40,The Importance of Exercise,2 min,48.0,Improving,41
65,410,20,0,20,40,100,The Impact of Technology on Education,2 min,36.0,Improving,38
91,149,60,0,0,40,80,The Impact of Technology on Education,4 min,36.0,Improving,40
23,143,40,100,40,0,100,The Impact of Technology on Education,4 min,56.0,Improving,48
62,436,80,100,40,40,20,The Impact of Globalization on Local Cultures,5 min,56.0,Declining,54
46,440,60,0,100,20,80,The Challenges and Benefits of Urbanization,1 min,52.0,Improving,49
17,447,80,60,80,80,80,The Challenges and Benefits of Urbanization,5 min,76.0,Stable,68
34,121,0,100,80,40,40,The Challenges and Benefits of Urbanization,3 min,52.0,Stable,47
76,222,100,20,40,80,20,The Role of Renewable Energy in Combating Climate Change,1 min,52.0,Declining,44
19,123,80,40,20,20,0,The Impact of Globalization on Local Cultures,2 min,32.0,Declining,39
44,478,100,0,100,60,40,The Impact of Technology on Education,1 min,60.0,Declining,67
91,287,100,20,80,40,20,The Impact of Globalization on Local Cultures,5 min,52.0,Declining,49
46,344,100,0,0,40,100,The Role of Renewable Energy in Combating Climate Change,3 min,48.0,Improving,53
16,433,40,40,60,80,100,The Challenges and Benefits of Urbanization,2 min,64.0,Improving,63
95,105,60,40,80,60,20,The Impact of Technology on Education,3 min,52.0,Declining,56
32,382,20,20,60,80,40,The Importance of Exercise,2 min,44.0,Declining,41
87,355,0,0,80,0,0,The Impact of Technology on Education,5 min,16.0,Stable,20
24,468,20,100,100,60,20,The Impact of Globalization on Local Cultures,1 min,60.0,Declining,60
62,378,80,60,40,20,80,The Impact of Technology on Education,2 min,56.0,Improving,59
53,321,0,100,40,20,40,The Challenges and Benefits of Urbanization,3 min,40.0,Improving,31
77,333,80,100,20,60,60,The Impact of Technology on Education,3 min,64.0,Stable,65
100,377,0,40,0,80,60,The Impact of Globalization on Local Cultures,3 min,36.0,Declining,31
23,6,60,80,20,80,100,The Challenges and Benefits of Urbanization,1 min,68.0,Improving,66
5,165,40,40,20,80,100,The Challenges and Benefits of Urbanization,4 min,56.0,Improving,64
31,312,60,0,60,0,80,The Impact of Technology on Education,3 min,40.0,Improving,43
30,94,40,20,0,40,20,The Impact of Globalization on Local Cultures,5 min,24.0,Declining,20
33,236,0,60,80,100,40,The Role of Renewable Energy in Combating Climate Change,3 min,56.0,Declining,63
62,227,40,0,80,20,80,The Impact of Globalization on Local Cultures,2 min,44.0,Improving,40
94,391,20,0,0,60,80,The Importance of Exercise,5 min,32.0,Improving,31
5,358,60,0,80,20,60,The Role of Renewable Energy in Combating Climate Change,4 min,44.0,Improving,38
34,87,0,100,60,20,0,The Challenges and Benefits of Urbanization,5 min,36.0,Declining,38
60,377,80,100,100,100,100,The Challenges and Benefits of Urbanization,4 min,96.0,Stable,94
81,31,100,100,40,100,0,The Role of Renewable Energy in Combating Climate Change,4 min,68.0,Declining,65
59,211,100,40,40,80,20,The Role of Renewable Energy in Combating Climate Change,2 min,56.0,Declining,58
38,486,80,0,60,100,20,The Impact of Globalization on Local Cultures,1 min,52.0,Declining,47
1,253,60,60,100,0,0,The Role of Renewable Energy in Combating Climate Change,5 min,44.0,Stable,37
80,118,0,80,60,0,60,The Role of Renewable Energy in Combating Climate Change,3 min,40.0,Improving,41
47,490,100,80,40,60,80,The Role of Renewable Energy in Combating Climate Change,3 min,72.0,Improving,68
27,272,60,40,100,60,0,The Challenges and Benefits of Urbanization,5 min,52.0,Declining,54
84,301,80,60,80,60,40,The Challenges and Benefits of Urbanization,3 min,64.0,Declining,69
31,221,80,60,60,60,80,The Impact of Technology on Education,1 min,68.0,Improving,70
95,21,80,40,20,80,80,The Impact of Globalization on Local Cultures,4 min,60.0,Stable,67
52,33,0,60,20,0,40,The Challenges and Benefits of Urbanization,2 min,24.0,Improving,23
88,342,40,40,40,100,0,The Importance of Exercise,5 min,44.0,Declining,52
100,397,40,20,40,80,80,The Role of Renewable Energy in Combating Climate Change,3 min,52.0,Stable,58
36,64,20,100,60,0,40,The Impact of Globalization on Local Cultures,5 min,44.0,Improving,34
73,256,0,60,40,60,80,The Impact of Globalization on Local Cultures,3 min,48.0,Improving,49
40,401,100,100,0,60,100,The Importance of Exercise,1 min,72.0,Improving,74
2,108,80,20,100,80,100,The Importance of Exercise,2 min,76.0,Improving,73
82,449,40,100,20,100,60,The Impact of Technology on Education,4 min,64.0,Declining,61
66,100,60,80,20,20,100,The Importance of Exercise,4 min,56.0,Improving,57
9,19,20,80,40,0,60,The Impact of Globalization on Local Cultures,3 min,40.0,Improving,48
72,389,80,60,100,60,40,The Importance of Exercise,5 min,68.0,Declining,69
27,10,40,20,80,20,0,The Role of Renewable Energy in Combating Climate Change,3 min,32.0,Declining,31
66,40,80,100,100,100,0,The Impact of Technology on Education,3 min,76.0,Declining,77
10,231,0,80,60,100,100,The Importance of Exercise,4 min,68.0,Stable,74
36,122,60,20,20,0,60,The Importance of Exercise,5 min,32.0,Improving,34
67,370,0,100,20,20,0,The Importance of Exercise,5 min,28.0,Declining,28
15,208,60,60,20,60,40,The Challenges and Benefits of Urbanization,5 min,48.0,Declining,53
32,137,80,20,100,100,0,The Impact of Technology on Education,3 min,60.0,Declining,50
72,449,40,80,40,80,60,The Impact of Globalization on Local Cultures,1 min,60.0,Declining,52
81,140,0,100,40,20,100,The Importance of Exercise,2 min,52.0,Improving,58
66,234,20,0,60,60,100,The Challenges and Benefits of Urbanization,4 min,48.0,Improving,44
42,264,0,60,100,40,20,The Importance of Exercise,3 min,44.0,Declining,46
86,69,80,40,80,60,40,The Impact of Globalization on Local Cultures,2 min,60.0,Declining,56
82,496,20,80,100,40,60,The Role of Renewable Energy in Combating Climate Change,2 min,60.0,Improving,63
61,250,80,40,0,20,20,The Challenges and Benefits of Urbanization,3 min,32.0,Stable,31
36,446,100,40,100,100,20,The Impact of Technology on Education,2 min,72.0,Declining,82
41,446,60,20,20,100,20,The Challenges and Benefits of Urbanization,1 min,44.0,Declining,42
51,405,80,40,80,100,100,The Role of Renewable Energy in Combating Climate Change,2 min,80.0,Stable,83
65,334,60,0,100,40,100,The Impact of Globalization on Local Cultures,5 min,60.0,Improving,69
18,38,40,100,60,0,80,The Impact of Globalization on Local Cultures,3 min,56.0,Improving,64
45,396,100,100,100,40,0,The Importance of Exercise,4 min,68.0,Declining,75
62,225,40,0,60,20,80,The Challenges and Benefits of Urbanization,5 min,40.0,Improving,32
23,252,20,100,80,60,100,The Impact of Technology on Education,1 min,72.0,Improving,70
21,463,60,100,40,0,60,The Challenges and Benefits of Urbanization,5 min,52.0,Improving,49
35,390,40,100,40,20,20,The Importance of Exercise,3 min,44.0,Stable,47
16,383,60,80,20,40,20,The Importance of Exercise,1 min,44.0,Declining,40
38,251,100,20,60,20,100,The Importance of Exercise,4 min,60.0,Improving,63
91,269,40,0,60,80,0,The Role of Renewable Energy in Combating Climate Change,1 min,36.0,Declining,32
86,402,40,40,80,20,0,The Importance of Exercise,4 min,36.0,Declining,44
70,317,80,80,40,20,20,The Challenges and Benefits of Urbanization,4 min,48.0,Stable,57
10,254,60,80,20,40,60,The Challenges and Benefits of Urbanization,4 min,52.0,Improving,56
12,395,60,80,100,100,60,The Challenges and Benefits of Urbanization,5 min,80.0,Declining,74
57,162,0,0,60,40,60,The Challenges and Benefits of Urbanization,2 min,32.0,Improving,31
8,440,60,0,40,40,20,The Impact of Globalization on Local Cultures,4 min,32.0,Declining,27
70,132,80,60,0,40,0,The Impact of Technology on Education,2 min,36.0,Declining,28
55,461,20,80,20,20,40,The Role of Renewable Energy in Combating Climate Change,3 min,36.0,Improving,39
90,52,60,0,0,20,0,The Impact of Technology on Education,4 min,16.0,Declining,26
25,442,80,80,20,60,100,The Challenges and Benefits of Urbanization,5 min,68.0,Improving,60
80,172,100,20,40,20,60,The Role of Renewable Energy in Combating Climate Change,1 min,48.0,Improving,44
45,38,40,80,80,80,100,The Impact of Technology on Education,3 min,76.0,Improving,77
35,13,60,40,60,0,100,The Impact of Globalization on Local Cultures,3 min,52.0,Improving,60
91,56,0,20,100,40,100,The Impact of Globalization on Local Cultures,5 min,52.0,Improving,47
69,421,0,0,100,100,60,The Challenges and Benefits of Urbanization,2 min,52.0,Declining,54
29,477,80,20,40,60,0,The Importance of Exercise,2 min,40.0,Declining,45
22,244,80,100,60,20,20,The Importance of Exercise,3 min,56.0,Stable,61
23,43,100,40,40,60,80,The Role of Renewable Energy in Combating Climate Change,3 min,64.0,Improving,72
75,500,0,80,60,20,40,The Impact of Globalization on Local Cultures,4 min,40.0,Improving,45
31,285,20,40,100,100,40,The Impact of Globalization on Local Cultures,1 min,60.0,Declining,53
90,453,20,80,100,40,20,The Impact of Globalization on Local Cultures,2 min,52.0,Declining,57
45,401,20,20,20,60,60,The Importance of Exercise,3 min,36.0,Stable,38
67,404,20,80,80,20,80,The Impact of Technology on Education,4 min,56.0,Improving,47
35,29,60,60,0,100,80,The Impact of Technology on Education,2 min,60.0,Declining,50
40,430,0,0,60,80,80,The Impact of Globalization on Local Cultures,5 min,44.0,Stable,50
78,344,40,60,0,40,100,The Impact of Technology on Education,5 min,48.0,Improving,40
61,448,0,100,0,0,20,The Impact of Globalization on Local Cultures,5 min,24.0,Improving,33
52,170,80,0,20,100,100,The Challenges and Benefits of Urbanization,5 min,60.0,Stable,60
27,250,0,80,80,60,60,The Role of Renewable Energy in Combating Climate Change,3 min,56.0,Stable,59
96,251,60,0,0,80,100,The Role of Renewable Energy in Combating Climate Change,4 min,48.0,Improving,54
69,145,60,0,100,80,0,The Challenges and Benefits of Urbanization,4 min,48.0,Declining,55
23,249,100,0,40,20,60,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Improving,43
12,154,20,60,100,20,100,The Impact of Technology on Education,3 min,60.0,Improving,65
4,326,40,20,40,0,20,The Challenges and Benefits of Urbanization,5 min,24.0,Improving,20
19,144,100,100,100,80,20,The Impact of Technology on Education,2 min,80.0,Declining,85
74,264,20,60,40,60,0,The Importance of Exercise,3 min,36.0,Declining,27
54,19,20,100,40,0,20,The Importance of Exercise,5 min,36.0,Improving,34
50,404,60,80,20,0,100,The Challenges and Benefits of Urbanization,1 min,52.0,Improving,42
49,144,40,20,20,100,100,The Challenges and Benefits of Urbanization,1 min,56.0,Stable,64
48,161,80,100,100,20,40,The Impact of Globalization on Local Cultures,5 min,68.0,Improving,58
43,384,60,60,0,100,80,The Role of Renewable Energy in Combating Climate Change,1 min,60.0,Declining,63
88,291,60,40,100,0,20,The Impact of Globalization on Local Cultures,4 min,44.0,Improving,47
39,445,0,100,0,80,20,The Impact of Globalization on Local Cultures,1 min,40.0,Declining,43
82,371,60,60,80,20,0,The Role of Renewable Energy in Combating Climate Change,4 min,44.0,Declining,45
32,304,80,20,20,40,0,The Importance of Exercise,5 min,32.0,Declining,38
56,448,20,80,100,100,20,The Role of Renewable Energy in Combating Climate Change,1 min,64.0,Declining,73
78,329,80,100,100,80,100,The Importance of Exercise,4 min,92.0,Improving,83
79,107,20,40,20,0,80,The Impact of Globalization on Local Cultures,5 min,32.0,Improving,32
44,289,20,100,40,60,100,The Importance of Exercise,3 min,64.0,Improving,70
51,54,60,40,80,40,60,The Challenges and Benefits of Urbanization,1 min,56.0,Improving,54
83,408,60,40,40,80,60,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Declining,55
5,85,20,60,100,0,40,The Impact of Globalization on Local Cultures,4 min,44.0,Improving,47
59,313,40,0,40,0,20,The Challenges and Benefits of Urbanization,5 min,20.0,Improving,20
43,292,40,20,100,80,60,The Role of Renewable Energy in Combating Climate Change,3 min,60.0,Declining,68
76,29,40,20,80,20,60,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Improving,54
21,206,0,60,20,20,80,The Impact of Technology on Education,1 min,36.0,Improving,46
57,279,100,60,20,100,0,The Role of Renewable Energy in Combating Climate Change,5 min,56.0,Declining,50
50,408,40,40,100,60,20,The Role of Renewable Energy in Combating Climate Change,3 min,52.0,Declining,57
75,229,20,60,20,40,100,The Challenges and Benefits of Urbanization,2 min,48.0,Improving,39
68,64,0,80,20,80,0,The Impact of Globalization on Local Cultures,5 min,36.0,Declining,33
69,493,20,60,20,80,20,The Impact of Technology on Education,1 min,40.0,Declining,31
22,329,20,100,20,0,60,The Role of Renewable Energy in Combating Climate Change,1 min,40.0,Improving,30
26,180,60,40,100,100,40,The Challenges and Benefits of Urbanization,5 min,68.0,Declining,63
22,2,100,20,0,40,20,The Impact of Technology on Education,3 min,36.0,Declining,33
91,195,80,0,20,100,0,The Impact of Technology on Education,4 min,40.0,Declining,34
28,330,80,80,80,20,0,The Impact of Globalization on Local Cultures,4 min,52.0,Declining,51
19,104,0,0,20,20,80,The Impact of Technology on Education,3 min,24.0,Improving,20
94,375,40,80,20,80,0,The Role of Renewable Energy in Combating Climate Change,4 min,44.0,Declining,39
1,215,40,60,100,20,100,The Impact of Technology on Education,2 min,64.0,Improving,61
15,22,80,100,20,0,80,The Role of Renewable Energy in Combating Climate Change,5 min,56.0,Improving,59
55,342,80,100,80,80,80,The Impact of Technology on Education,5 min,84.0,Stable,94
8,475,20,0,40,20,100,The Importance of Exercise,4 min,36.0,Improving,34
9,264,20,40,20,0,20,The Challenges and Benefits of Urbanization,2 min,20.0,Improving,20
56,174,0,40,20,20,60,The Importance of Exercise,1 min,28.0,Improving,26
10,281,20,60,60,80,0,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Declining,46
41,140,80,20,60,40,40,The Importance of Exercise,5 min,48.0,Stable,44
75,270,0,100,60,40,60,The Role of Renewable Energy in Combating Climate Change,1 min,52.0,Improving,47
30,371,100,100,20,100,0,The Impact of Technology on Education,2 min,64.0,Declining,56
57,348,0,60,100,80,40,The Importance of Exercise,3 min,56.0,Declining,57
99,383,60,20,100,60,0,The Impact of Globalization on Local Cultures,5 min,48.0,Declining,56
92,324,80,100,20,80,40,The Impact of Technology on Education,1 min,64.0,Declining,72
56,338,40,60,20,100,80,The Importance of Exercise,5 min,60.0,Declining,53
58,465,40,40,20,20,80,The Impact of Technology on Education,1 min,40.0,Improving,30
50,291,80,0,80,0,60,The Impact of Technology on Education,2 min,44.0,Improving,47
40,474,80,40,80,60,20,The Impact of Globalization on Local Cultures,3 min,56.0,Declining,47
7,380,60,80,100,0,40,The Impact of Technology on Education,5 min,56.0,Improving,66
18,321,20,60,60,20,100,The Challenges and Benefits of Urbanization,1 min,52.0,Improving,44
5,410,100,80,20,100,60,The Importance of Exercise,4 min,72.0,Declining,70
52,274,0,80,20,100,40,The Impact of Technology on Education,3 min,48.0,Declining,42
3,415,60,60,80,60,0,The Importance of Exercise,1 min,52.0,Declining,55
40,273,20,0,20,80,0,The Challenges and Benefits of Urbanization,3 min,24.0,Declining,20
25,130,20,60,0,0,60,The Role of Renewable Energy in Combating Climate Change,2 min,28.0,Improving,21
41,36,60,60,100,80,40,The Challenges and Benefits of Urbanization,5 min,68.0,Declining,72
12,303,0,40,40,20,20,The Impact of Globalization on Local Cultures,1 min,24.0,Stable,31
12,147,100,0,20,0,20,The Importance of Exercise,1 min,28.0,Improving,20
41,217,0,80,60,60,60,The Impact of Globalization on Local Cultures,2 min,52.0,Stable,59
74,359,60,20,0,0,80,The Impact of Technology on Education,2 min,32.0,Improving,24
46,215,100,60,0,100,40,The Impact of Globalization on Local Cultures,1 min,60.0,Declining,54
66,442,80,40,80,100,40,The Challenges and Benefits of Urbanization,2 min,68.0,Declining,65
38,291,80,100,20,100,80,The Challenges and Benefits of Urbanization,3 min,76.0,Declining,67
15,211,60,100,100,40,80,The Importance of Exercise,1 min,76.0,Improving,82
80,498,100,0,80,20,60,The Importance of Exercise,2 min,52.0,Improving,49
63,102,100,100,40,40,20,The Role of Renewable Energy in Combating Climate Change,4 min,60.0,Declining,69
40,86,80,80,20,20,0,The Impact of Globalization on Local Cultures,5 min,40.0,Declining,48
29,203,80,0,20,0,20,The Role of Renewable Energy in Combating Climate Change,3 min,24.0,Improving,20
72,312,40,80,60,80,20,The Impact of Globalization on Local Cultures,2 min,56.0,Declining,52
23,393,80,20,20,0,20,The Role of Renewable Energy in Combating Climate Change,5 min,28.0,Improving,37
9,225,80,60,40,80,100,The Role of Renewable Energy in Combating Climate Change,3 min,72.0,Improving,73
31,256,20,100,60,60,80,The Impact of Globalization on Local Cultures,4 min,64.0,Improving,68
24,220,0,60,80,0,0,The Impact of Globalization on Local Cultures,5 min,28.0,Stable,21
80,365,20,20,40,40,80,The Role of Renewable Energy in Combating Climate Change,4 min,40.0,Improving,42
99,113,0,60,100,0,20,The Role of Renewable Energy in Combating Climate Change,2 min,36.0,Improving,34
53,26,80,100,20,20,60,The Impact of Technology on Education,3 min,56.0,Improving,46
56,115,0,20,100,40,20,The Challenges and Benefits of Urbanization,2 min,36.0,Declining,40
4,129,80,60,20,40,100,The Importance of Exercise,2 min,60.0,Improving,66
45,106,60,80,40,40,0,The Impact of Technology on Education,4 min,44.0,Declining,47
44,430,80,60,80,100,80,The Role of Renewable Energy in Combating Climate Change,5 min,80.0,Declining,70
13,126,100,40,60,0,80,The Role of Renewable Energy in Combating Climate Change,2 min,56.0,Improving,49
96,186,0,80,80,60,20,The Impact of Globalization on Local Cultures,5 min,48.0,Declining,47
36,206,100,20,40,80,100,The Impact of Technology on Education,3 min,68.0,Improving,64
48,259,100,100,20,40,80,The Role of Renewable Energy in Combating Climate Change,5 min,68.0,Improving,71
34,287,80,40,100,100,100,The Impact of Technology on Education,5 min,84.0,Stable,83
53,291,80,20,0,20,80,The Impact of Technology on Education,5 min,40.0,Improving,50
40,89,20,40,80,20,0,The Impact of Globalization on Local Cultures,4 min,32.0,Declining,27
64,305,20,20,0,0,20,The Impact of Globalization on Local Cultures,4 min,12.0,Improving,20
73,470,0,100,80,60,80,The Importance of Exercise,1 min,64.0,Improving,71
22,83,20,60,100,40,60,The Importance of Exercise,3 min,56.0,Improving,63
25,47,100,100,20,20,60,The Importance of Exercise,2 min,60.0,Improving,63
98,103,40,40,0,60,60,The Impact of Technology on Education,2 min,40.0,Stable,50
94,55,40,40,60,100,40,The Challenges and Benefits of Urbanization,5 min,56.0,Declining,47
52,304,0,40,0,0,80,The Role of Renewable Energy in Combating Climate Change,2 min,24.0,Improving,20
19,42,20,40,80,40,100,The Role of Renewable Energy in Combating Climate Change,1 min,56.0,Improving,47
78,453,60,60,40,0,0,The Challenges and Benefits of Urbanization,2 min,32.0,Stable,40
97,474,80,20,0,0,20,The Impact of Technology on Education,4 min,24.0,Improving,20
55,51,100,100,60,80,0,The Importance of Exercise,3 min,68.0,Declining,62
43,13,100,20,0,0,20,The Importance of Exercise,3 min,28.0,Improving,24
96,118,0,100,60,0,100,The Challenges and Benefits of Urbanization,3 min,52.0,Improving,54
33,267,100,40,60,100,0,The Role of Renewable Energy in Combating Climate Change,5 min,60.0,Declining,54
86,199,40,60,20,20,0,The Role of Renewable Energy in Combating Climate Change,3 min,28.0,Declining,34
40,64,20,60,40,40,80,The Importance of Exercise,2 min,48.0,Improving,55
33,212,80,80,60,60,80,The Role of Renewable Energy in Combating Climate Change,4 min,72.0,Improving,82
61,34,100,20,100,40,80,The Role of Renewable Energy in Combating Climate Change,1 min,68.0,Improving,63
30,93,60,60,60,100,20,The Importance of Exercise,4 min,60.0,Declining,55
49,417,100,80,40,80,40,The Importance of Exercise,2 min,68.0,Declining,60
80,473,60,40,20,40,20,The Impact of Technology on Education,4 min,36.0,Declining,44
73,192,40,20,0,100,40,The Challenges and Benefits of Urbanization,2 min,40.0,Declining,44
93,66,80,20,20,100,20,The Challenges and Benefits of Urbanization,1 min,48.0,Declining,42
41,461,100,40,20,60,60,The Impact of Globalization on Local Cultures,1 min,56.0,Stable,46
48,151,100,40,40,20,100,The Role of Renewable Energy in Combating Climate Change,2 min,60.0,Improving,52
67,288,20,100,80,60,40,The Impact of Globalization on Local Cultures,4 min,60.0,Declining,69
46,382,20,60,60,0,20,The Impact of Globalization on Local Cultures,2 min,32.0,Improving,33
13,458,0,100,40,100,40,The Impact of Globalization on Local Cultures,5 min,56.0,Declining,64
97,361,40,20,40,40,40,The Importance of Exercise,1 min,36.0,Stable,31
35,126,20,0,40,20,60,The Impact of Technology on Education,1 min,28.0,Improving,26
57,378,0,100,80,20,80,The Impact of Globalization on Local Cultures,2 min,56.0,Improving,54
2,384,80,20,20,80,60,The Impact of Globalization on Local Cultures,4 min,52.0,Declining,62
